date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:29	120/120	---MCZ	200	added ('OK')	text/plain	date:Tue,%2001%20Oct%202024%2011:41:27%20GMT	https://wavio.peerduck.com/robots.txt		(from )
17:11:30	285400/285400	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2011:41:27%20GMT	https://wavio.peerduck.com/	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/index.html	(from )
17:11:30	2894/2894	---MCZ	200	added ('OK')	text/css	etag:W/%22662682a1-b4e%22	https://wavio.peerduck.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.9.3	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/wp-content/plugins/contact-form-7/includes/css/styles7404.css	(from https://wavio.peerduck.com/)
17:11:30	39070/39070	---MC-	200	added ('OK')	application/rss+xml	etag:%2296de38f7bd396c85692ce70a7d4b4ac4%22	https://wavio.peerduck.com/feed/	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/feed/index.html	(from https://wavio.peerduck.com/)
17:11:31	8571/8571	---MC-	200	added ('OK')	application/rss+xml	etag:%22abca231f7c86ea97e4c6d1e649f4ecee%22	https://wavio.peerduck.com/comments/feed/	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/comments/feed/index.html	(from https://wavio.peerduck.com/)
17:11:32	17688/17688	---MCZ	200	added ('OK')	text/css	etag:W/%22658da43f-4518%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.4.0	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout2678.css	(from https://wavio.peerduck.com/)
17:11:32	7043/7043	---MCZ	200	added ('OK')	text/css	etag:W/%22658da43f-1b83%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.4.0	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen2678.css	(from https://wavio.peerduck.com/)
17:11:32	75125/75125	---MCZ	200	added ('OK')	text/css	etag:W/%22658da43f-12575%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.4.0	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/css/woocommerce2678.css	(from https://wavio.peerduck.com/)
17:11:32	98/98	---MCZ	200	added ('OK')	text/css	etag:W/%2260d0e055-62%22	https://wavio.peerduck.com/wp-content/plugins/unlimited-elementor-inner-sections-by-taspristudio/public/css/euis-public.css?ver=1.0.0	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/wp-content/plugins/unlimited-elementor-inner-sections-by-taspristudio/public/css/euis-public8a54.css	(from https://wavio.peerduck.com/)
17:11:33	212901/212901	---MCZ	200	added ('OK')	text/css	etag:W/%22665b33e8-33fa5%22	https://wavio.peerduck.com/wp-content/themes/wavio/assets/css/bootstrap.css?ver=1.31	C:/Users/akp33/Desktop/anhar.water/wavio.peerduck.com/wp-content/themes/wavio/assets/css/bootstrapc43a.css	(from https://wavio.peerduck.com/)
